Code;Site ID;Site;Region;ECM Category;Energy;Meter Category;State;Identification Date;Issue Identified;Corrective Action;ECM Creation Date;Estimated Consumtion kWh;Estimated Cost;Creation User;Blocked;Implemented;New;Realized;To be implemented;Updated;Last Save Date;Last Save Author;BMS;Behaviour;Maintenance;Refrigeration;Capital;Word Order Number;Work Complete;Under Contract;RMM Validated;Investment;Capital Investment;Type;Last Comment Date;Last Comment Author;Comments;Implementation Date;Type Code
225-21;225;Chesterfield Chatsworth Road;Midlands;Behavioural;Electricity;Lighting;Blocked;2014/7/5 0:00;Lighting overrides are being used frequently. For example: Display Lighting & Gondola Power - DB G has had its day demand reduced e.g. May 7th;Please note, lighting overrides should only be used in exceptional circumstances. Display lighting should be reduced and maintained at the lower level.;16/05/2014 10:00:00;12675;1141;Laurent Crolard;16/03/2015 13:51:22;;30/06/2014 13:00:00;;13/01/2015 10:32:45;16/03/2015 13:50:10;16/03/2015 13:51:23;Amanda Ward;16/05/2014 10:00:00;30/06/2014 13:00:00;;;;;;;;WITHOUT;;MANUAL;2014/12/6 3:00;mittons@elutions.com;12/06/2014 03:00:00|mittons@elutions.com|This reduction is not related to BMS.|30/06/2014 03:00:00|elutions@elutions.com|It's moved to behaviour|02/07/2014 11:00:20|Amanda Ward|More information needed - if daytime lighting is lower, this does not mean overrides are being used - Mittons have said this is not BMS related. It may have been due to a fault and now consumption has returned to the normal level.|13/01/2015 10:32:45|Laurent CROLARD|The consumption reduction could be coming from warehouse light being switched off during the day, some light might not be needed and therefore should be switched off during day at least. |16/03/2015 13:50:09|Amanda Ward|I do think this is likely to be a fault (seems to have been resolved 09/05/14). Most warehouses do not have any daylight.;;
014-12;14;Beverley;North;BMS;Electricity;Lighting;Realized;16/05/2014 01:00:00;Display Lighting DB DL1 is always on since May 10th;The Schedule of operations should be adjusted and sync with the opening hours. All lights should be switched off at 22:15 (16:15 on Sundays) and switched on at 7:55 (8:25 on Sundays).;16/05/2014 10:00:00;131040;11795;Laurent Crolard;;2014/2/6 11:30;16/05/2014 10:00:00;2014/2/6 12:00;16/05/2014 10:30:00;;2014/12/8 12:35;SuperUser_3C0CCFE9-844D-4D8C-81CE-CB22FAFDAFDD;16/05/2014 10:00:00;;;;;;;;;WITHOUT;;MANUAL;;;;;
179-21;179;Glasgow Anniesland;Scotland;BMS;Electricity;Lighting;Realized;16/05/2014 01:00:00;Sales Floor Lighting has been modified to start later in the morning according to the company standards but the lights are not switched off at night;The Schedule of operations should be adjusted and sync with the opening hours. All lights should be switched off at 23:15 (16:15 on Sundays);16/05/2014 10:00:00;308880;27800;Laurent Crolard;;2014/2/6 11:30;16/05/2014 10:00:00;2014/2/6 12:00;16/05/2014 10:30:00;;2014/12/8 12:37;SuperUser_3C0CCFE9-844D-4D8C-81CE-CB22FAFDAFDD;16/05/2014 10:00:00;;;;;;;;;WITHOUT;;MANUAL;;;;;
387-35;387;Lutterworth Bitteswell Road;South West;Behavioural;Electricity;Lighting;Realized;15/05/2014 01:00:00;Lighting overrides are being used frequently. For example: 20/07 and 21/07/14;Please note, lighting overrides should only be used in exceptional circumstances.;15/05/2014 10:00:00;18720;1685;Laurent Crolard;;2014/4/8 14:30;23/06/2014 13:00:00;13/01/2015 15:53:54;2014/2/7 13:30;23/06/2014 11:00:00;13/01/2015 15:53:54;Francois DONCKELE;15/05/2014 10:00:00;23/06/2014 13:00:00;;;;;;;;WITHOUT;;MANUAL;2014/12/6 3:00;mittons@elutions.com;"12/06/2014 03:00:00|mittons@elutions.com|All BMS settings correct, site alarm history shows multiple lighting overrides so this is likely part of that.|30/06/2014 03:00:00|elutions@elutions.com|changed to behaviour|28/08/2014 18:46:00|Amanda Ward|Email from GM Kevin Warner  ""I have found the issue ,it is  our customer toilets which look to be the problem. The toilet lights only come on when the full store lights are on thus my cleaner in the morning overrides the lights 15 mins early to ensure my toilets are ready for store opening. Is it possible to either get sensor active lights fitted or have a  light switch fitted from them so I can control them separately."" What can be done to resolve this? ";15/01/2015 00:00:00;
057-15;57;Oldham Chadderton;North;Behavioural;Electricity;Customer Cafe;Implemented;13/05/2014 01:00:00;It has been identified that energy usage in the cafe is above expected outside of the cafe opening hours. e.g.15,22/2/15 ;Please ensure all equipment is switched off when not in use and that all lighting and local ventilation controls are switched off outside of store opening hours.;13/05/2014 10:00:00;5620;507;Laurent Crolard;;31/03/2015 16:25:54;13/05/2014 10:00:00;;2015/9/3 19:04;;31/03/2015 16:25:54;Aimee White;;13/05/2014 10:00:00;;;;;;;;WITHOUT;;MANUAL;;;;;
057-14;57;Oldham Chadderton;North;Behavioural;Electricity;Customer Cafe;Updated;13/05/2014 01:00:00;It has been identified that energy usage in the cafe is above expected outside of the cafe opening hours. For example on 18/06/14,19,20/2/15  night time consumption was higher than normal.;Please ensure all equipment is switched off when not in use and that all lighting and local ventilation controls are switched off outside of store opening hours.;13/05/2014 10:00:00;1200;110;Laurent Crolard;;2015/12/3 22:40;13/05/2014 10:00:00;;2015/12/3 22:42;2015/5/5 9:42;2015/5/5 9:42;Aimee White;;13/05/2014 10:00:00;;;;;;;;WITHOUT;;MANUAL;2015/5/5 9:42;Aimee White;05/05/2015 09:42:32|Aimee White|We need new examples of this to be able to resend. ;2015/5/5 10:43;B000
407-14;407;Newport Spytty Road;South West;Refrigeration;Electricity;Shop Services;Realized;2014/12/5 1:00;The lighting in the shop services is from 6:30 to 23:30. The shop opens at 8:00 and closes at 22:00 during the week.;Lighting schedule of the shop services needs to be changed and configured to start at 7:40 and to switch off at 22:20 on weekdays.;2014/12/5 10:00;8740;790;Florian Moreau;;26/09/2014 14:09:18;2014/12/5 10:00;26/09/2014 14:09:34;26/09/2014 14:09:05;29/08/2014 11:29:39;26/09/2014 14:09:34;Alexandre Gabert;;;;2014/12/5 10:00;;;;;;WITHOUT;;MANUAL;13/08/2014 16:21:18;George Barker User 2;13/08/2014 16:21:18|George Barker User 2|test|13/08/2014 16:21:52|RD Admin|Test|29/08/2014 11:29:38|Mark McCusker|Please check setting on JTL/CDK to confirm this is not a maintenance ECM.|26/09/2014 14:09:05|Alexandre Gabert|Issue solved.;;
407-13;407;Newport Spytty Road;South West;Behavioural;Electricity;Back of House;Blocked;2014/12/5 1:00;The staff canteen does not cease its operation at fix time, neither from day to day nor from week to week. There is though often up to 2 extra operating hours of demand.;Schedule of operation needs to be adjusted to avoid all unnecessary operation during after hours. Adjust operating settings to reduce the unnecessary equipment demand during non-working hours.;2014/12/5 10:00;3120;281;Laurent Crolard;15/12/2014 14:16:02;;2014/12/5 10:00;;22/10/2014 08:49:03;22/10/2014 09:06:11;15/12/2014 14:16:02;Amanda Ward;;2014/12/5 10:00;;;;;;;;WITHOUT;;MANUAL;22/10/2014 11:06:11;Jonathan Aird;22/10/2014 11:06:11|Jonathan Aird|These ECMs shouldn't be raised, the staff can have different operations or tasks on different days.;;
407-12;407;Newport Spytty Road;South West;Behavioural;Electricity;Back of House;Blocked;2014/12/5 1:00;The 1st Floor L&P night demand fluctuates from night to night, and is not always at its minimal observed level.;Operation schedule and settings to be adjusted and homogenised to reduce the demand during non-working hours, starting at 17:00. Operate also with night control to avoid unnecessary operation.;2014/12/5 10:00;6240;562;Laurent Crolard;15/12/2014 14:16:48;;2014/12/5 10:00;;;;15/12/2014 14:16:49;Amanda Ward;;2014/12/5 10:00;;;;;;;;WITHOUT;;MANUAL;15/12/2014 14:16:48;Amanda Ward;15/12/2014 14:16:48|Amanda Ward|Store has night crew.;;
407-11;407;Newport Spytty Road;South West;Behavioural;Electricity;Customer Cafe;Blocked;2014/12/5 1:00;The Customer Caf®¶ ceases its demand at various times, up to 21:30 on weekdays whereas it always closes at 20:00.;Schedule of operation needs to be revisited and sync its operation with Customer caf®¶ schedule.;2014/12/5 10:00;3750;335;Laurent Crolard;2014/4/8 12:30;;2014/12/5 10:00;;;;2014/12/8 12:41;SuperUser_3C0CCFE9-844D-4D8C-81CE-CB22FAFDAFDD;;2014/12/5 10:00;;;;;;;;WITHOUT;;MANUAL;25/06/2014 11:36:53;Amanda Ward;25/06/2014 11:36:53|Amanda Ward|We have been advised that close down time  is 1-1 1/2 hours after cafe closes and this may vary depending on staff available. Please close.;;
407-10;407;Newport Spytty Road;South West;Behavioural;Electricity;Customer Cafe;Updated;2014/12/5 1:00;It has been identified that energy usage in the cafe is above expected outside of the cafe opening hours.;Please ensure all equipment is switched off when not in use and that all lighting and local ventilation controls are switched off outside of store opening hours.;2014/12/5 14:00;6910;622;Laurent Crolard;;2014/4/8 15:30;2014/12/5 14:00;;2014/8/12 19:41;2014/8/12 18:42;2014/8/12 18:42;Chicheng Zhang;;2014/12/5 14:00;;;;;;;;WITHOUT;;MANUAL;25/06/2014 15:32:13;Amanda Ward;25/06/2014 15:32:13|Amanda Ward|This has improved. Examples needed if still an issue.;;
062-12;62;Lincoln Tritton Road;Midlands;Behavioural;Electricity;Customer Cafe;Implemented;2014/12/5 1:00;It has been identified that energy usage in the cafe is above expected outside of the cafe opening hours - consumption remains high 1 hour after store closes.;Please ensure all equipment is switched off when not in use and that all lighting and local ventilation controls are switched off outside of store opening hours.;2014/12/5 10:00;5460;492;Laurent Crolard;;31/03/2015 16:30:06;2014/12/5 10:00;;2015/9/3 19:38;;31/03/2015 16:30:47;Aimee White;;2014/12/5 10:00;;;;;;;;WITHOUT;;MANUAL;;;;;
062-11;62;Lincoln Tritton Road;Midlands;Behavioural;Electricity;Lighting;Realized;2014/12/5 1:00;The Mall lighting non operating hour demand is not at its minimal level every day.;Schedule of operations needs to be adjusted to maintain minimum demand at non operating times.;21/05/2014 10:00:00;14400;1300;Laurent Crolard;;21/05/2014 11:30:00;21/05/2014 10:00:00;21/05/2014 12:00:00;21/05/2014 10:30:00;;2014/12/8 12:39;SuperUser_3C0CCFE9-844D-4D8C-81CE-CB22FAFDAFDD;;21/05/2014 10:00:00;;;;;;;;WITHOUT;;MANUAL;14/05/2014 01:00:00;mittons@elutions.com;14/05/2014 01:00:00|mittons@elutions.com|BMS settings correct. Ohysical overide activated 13/5 but cleared same day. Maintenance or behaviour|21/05/2014 01:00:00|elutions@elutions.com|Category changed to Behaviour|21/05/2014 15:39:21|Florian Moreau|14/05/14 : 14/05 BMS settings correct. Ohysical overide activated 13/5 but cleared same day. Maintenance or behaviour;;
062-10;62;Lincoln Tritton Road;Midlands;BMS;Electricity;HVAC;Updated;2014/12/5 1:00;The door heaters often start operating earlier than opening in the middle of the night.;The schedule needs to be adjusted to sync its operation with store opening hours;2014/12/5 10:00;840;75;Laurent Crolard;;;2014/12/5 10:00;;2014/12/5 10:30;2014/12/9 11:37;2014/12/9 11:37;Tom Matthews;2014/12/5 10:00;;;;;;;;;WITHOUT;;MANUAL;23/04/2014 01:00:00;mittons@elutions.com;23/04/2014 01:00:00|mittons@elutions.com|Store regularly reaches night heating setpoint after closing, door heater were being called for as part of that. Set back to normal control standards.|12/06/2014 01:00:00|elutions@elutions.com|Still no change on the consumption and no comment from Mittons|12/09/2014 11:37:55|Tom Matthews|No changes made, door heaters are called for as part of store warm up procedure at this site.;;
062-09;62;Lincoln Tritton Road;Midlands;Behavioural;Electricity;HVAC;Blocked;2014/12/5 1:00;The Air Conditioning units in the admin are often not switched off during the night.;All unnecessary operation should be avoided by adjusting and configuring set-back controls to either reduce or stop the afterhours demand;2014/12/5 12:00;1050;95;Laurent Crolard;2014/4/12 21:38;2014/4/8 16:30;30/06/2014 15:00:00;;24/09/2014 14:00:54;24/09/2014 14:01:17;2014/4/12 21:38;Shaobo Feng;2014/12/5 12:00;30/06/2014 15:00:00;;;;;;;;WITHOUT;;MANUAL;23/06/2014 03:00:00;mittons@elutions.com;"23/06/2014 03:00:00|mittons@elutions.com|Air conditioning is locally controlled and has no interface with site BMS.|27/06/2014 03:00:00|elutions@elutions.com|changed to behaviour.|02/07/2014 10:54:26|Amanda Ward|Guidance to stores states ""Admin/IT areas should be set to 21 degrees and left running 24/7."" Please close.";;
113-10;113;London Erith;South East;BMS;Electricity;HVAC;Blocked;2014/12/5 1:00;The extract & supply fan has a relatively constant day demand. Average demand is above 90% of max during opening hours;Inverter usage should be increased to reduce power demand once the set point is reached. Besides, any existing CO2 sensor should be used to control the fresh air income and fans speed of the monitored devices. All unnecessary operation should be avoided by reducing day power demand during once the settings are reached.;2014/12/5 10:00;18600;1675;Laurent Crolard;22/07/2014 12:30:00;;2014/12/5 10:00;;2014/12/5 10:30;22/07/2014 11:00:00;2014/12/8 12:39;SuperUser_3C0CCFE9-844D-4D8C-81CE-CB22FAFDAFDD;2014/12/5 10:00;;;;;;;;;WITHOUT;;MANUAL;2014/12/6 1:00;elutions@elutions.com;12/06/2014 01:00:00|elutions@elutions.com|Still no change on the consumption and no comment from Mittons|23/06/2014 01:00:00|mittons@elutions.com|See 113-09. No changes made, only AHU 1 features CO2/temperature inverter speed control: this operating normally and set to corporate standard settings.|23/07/2014 01:00:00|elutions@elutions.com|Blocked. ;;
113-09;113;London Erith;South East;BMS;Electricity;HVAC;Realized;2014/12/5 1:00;AHU 1 to 4 have a relatively constant day demand. Average demand is above 90% of max during opening hours.;Inverter usage should be increased to reduce power demand once the set point is reached. Besides, any existing CO2 sensor should be used to control the fresh air income and fans speed of the monitored devices. All unnecessary operation should be avoided by reducing day power demand during once the settings are reached.;2014/12/5 10:00;4650;420;Laurent Crolard;;22/07/2014 11:30:00;2014/12/5 10:00;22/07/2014 12:00:00;2014/12/5 10:30;;2014/12/8 12:39;SuperUser_3C0CCFE9-844D-4D8C-81CE-CB22FAFDAFDD;2014/12/5 10:00;;;;;;;;;WITHOUT;;MANUAL;2014/12/6 1:00;elutions@elutions.com;12/06/2014 01:00:00|elutions@elutions.com|Still no change on the consumption and no comment from Mittons|23/06/2014 01:00:00|mittons@elutions.com|No changes made, only AHU 1 features CO2/temperature inverter speed control: this operating normally and set to corporate standard settings.|23/07/2014 01:00:00|elutions@elutions.com|The power is now reduce during the day. The power was about 10kW during winter and now about 2 kW. ;;
348-51;348;Chippenham Cepan Park North;South West;BMS;Electricity;HVAC;Realized;2014/7/5 1:00;The Main HV panel reaches its night level at 23:00 one hours after the store closing time. The HV panel starting time is also almost identical in may and in january. it starts about 4:30.;The optimiser settings should be reviewed to start later during spring and automn, The Schedule should also be reviewed and sync with the closing time.;2014/7/5 10:00;7300;657;Laurent Crolard;;22/07/2014 11:30:00;2014/7/5 10:00;22/07/2014 12:00:00;13/05/2014 10:30:00;;2014/12/8 12:36;SuperUser_3C0CCFE9-844D-4D8C-81CE-CB22FAFDAFDD;2014/7/5 10:00;;;;;;;;;WITHOUT;;MANUAL;30/06/2014 01:00:00;mittons@elutions.com;30/06/2014 01:00:00|mittons@elutions.com|See 348-53. No changes made, BMS times and operation correct and to corporate standard. Site questionnaire states a 5AM bakery start, 6AM start for admin and 6.30AM start for caf®¶ kitchen, management plant extend is possibly being used causing this and earlier related issues. ;;
348-50;348;Chippenham Cepan Park North;South West;BMS;Natural Gas;HVAC;Updated;2014/7/5 1:00;The gas consumption continues after the closing time. The consumption reduces at 23:30 when the store is off at 22:00. This is the same on sundays as the gas consumption continues after the store closing time.;The boilers and hot sanitary water generators Schedule could be adjusted and operation could be reduced at the closing time. In winter, the HV panel and Gas consumption should be sync.;2014/7/5 10:00;40000;1400;Laurent Crolard;;;2014/7/5 10:00;;13/05/2014 10:30:00;28/08/2014 15:10:23;28/08/2014 15:10:23;Tom Matthews;2014/7/5 10:00;;;;;;;;;WITHOUT;;MANUAL;30/06/2014 01:00:00;mittons@elutions.com;30/06/2014 01:00:00|mittons@elutions.com|See 348-53. No changes made, BMS times and operation correct and to corporate standard. Site questionnaire states a 5AM bakery start, 6AM start for admin and 6.30AM start for caf®¶ kitchen, management plant extend is possibly being used causing this and earlier related issues. |23/07/2014 01:00:00|elutions@elutions.com|There is still some heating need in summer at the gas consumption was higher on the 14th and the sales floor temperatures was below 20°„C. The settings should be review or is it coming from the management switch set to winter?|28/08/2014 15:10:22|Tom Matthews|Neither, this is normal heating activity for this time of year. In July for example, the heating ran on the 10th and then again on the 14th, and did not run again. Any residual gas consumption at any time is due to DHWS.;;
